Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Renda_Bruta
2015,1.0,Ciutat Vella,1.0,el Raval,1.0,28573.0
2015,1.0,Ciutat Vella,1.0,el Raval,2.0,23673.0
2015,1.0,Ciutat Vella,1.0,el Raval,3.0,24997.0
2015,1.0,Ciutat Vella,1.0,el Raval,4.0,29768.0
2015,1.0,Ciutat Vella,1.0,el Raval,5.0,23645.0
2015,1.0,Ciutat Vella,1.0,el Raval,6.0,27650.0
2015,1.0,Ciutat Vella,1.0,el Raval,7.0,27800.0
2015,1.0,Ciutat Vella,1.0,el Raval,8.0,23022.0
2015,1.0,Ciutat Vella,1.0,el Raval,9.0,26655.0
2015,1.0,Ciutat Vella,1.0,el Raval,10.0,24703.0
2015,1.0,Ciutat Vella,1.0,el Raval,11.0,23241.0
2015,1.0,Ciutat Vella,1.0,el Raval,12.0,26842.0
2015,1.0,Ciutat Vella,1.0,el Raval,13.0,30066.0
2015,1.0,Ciutat Vella,1.0,el Raval,14.0,27941.0
2015,1.0,Ciutat Vella,1.0,el Raval,15.0,28107.0
2015,1.0,Ciutat Vella,1.0,el Raval,16.0,29069.0
2015,1.0,Ciutat Vella,1.0,el Raval,17.0,26658.0
2015,1.0,Ciutat Vella,1.0,el Raval,18.0,26309.0
2015,1.0,Ciutat Vella,1.0,el Raval,19.0,24469.0
2015,1.0,Ciutat Vella,1.0,el Raval,20.0,37601.0
2015,1.0,Ciutat Vella,1.0,el Raval,21.0,31900.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,22.0,41498.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,23.0,36895.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,25.0,30631.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,26.0,36865.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,27.0,31603.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,28.0,32089.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,29.0,28007.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,30.0,29580.0
2015,1.0,Ciutat Vella,2.0,el Gòtic,31.0,31299.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,32.0,30743.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,33.0,25786.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,34.0,23908.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,35.0,25404.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,36.0,30603.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,37.0,29889.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,38.0,25501.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,39.0,29793.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,40.0,30698.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,41.0,23570.0
2015,1.0,Ciutat Vella,3.0,la Barceloneta,42.0,31956.0
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",43,40240.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",44,39372.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",45,29864.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",46,30148.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",47,26394.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",48,24167.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",49,35164.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",50,31159.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",51,26621.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",52,47394.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",53,25718.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",54,27627.0,",,,,,,
"2015,1,Ciutat Vella,4,""Sant Pere, Santa Caterina i la Ribera"",55,41163.0,",,,,,,
2015,2.0,Eixample,5.0,el Fort Pienc,1.0,45435.0
2015,2.0,Eixample,5.0,el Fort Pienc,2.0,43232.0
2015,2.0,Eixample,5.0,el Fort Pienc,3.0,51823.0
2015,2.0,Eixample,5.0,el Fort Pienc,4.0,39508.0
2015,2.0,Eixample,5.0,el Fort Pienc,5.0,51940.0
2015,2.0,Eixample,5.0,el Fort Pienc,6.0,52950.0
2015,2.0,Eixample,5.0,el Fort Pienc,7.0,52804.0
2015,2.0,Eixample,5.0,el Fort Pienc,8.0,52183.0
2015,2.0,Eixample,5.0,el Fort Pienc,9.0,50321.0
2015,2.0,Eixample,5.0,el Fort Pienc,10.0,46898.0
2015,2.0,Eixample,5.0,el Fort Pienc,11.0,49444.0
2015,2.0,Eixample,5.0,el Fort Pienc,12.0,41059.0
2015,2.0,Eixample,5.0,el Fort Pienc,13.0,36608.0
2015,2.0,Eixample,5.0,el Fort Pienc,14.0,35085.0
2015,2.0,Eixample,5.0,el Fort Pienc,15.0,38657.0
2015,2.0,Eixample,5.0,el Fort Pienc,16.0,49540.0
2015,2.0,Eixample,5.0,el Fort Pienc,17.0,52673.0
2015,2.0,Eixample,5.0,el Fort Pienc,18.0,53690.0
2015,2.0,Eixample,5.0,el Fort Pienc,19.0,45016.0
2015,2.0,Eixample,5.0,el Fort Pienc,20.0,38979.0
2015,2.0,Eixample,6.0,la Sagrada Família,21.0,39429.0
2015,2.0,Eixample,6.0,la Sagrada Família,22.0,47856.0
2015,2.0,Eixample,6.0,la Sagrada Família,23.0,43308.0
2015,2.0,Eixample,6.0,la Sagrada Família,24.0,40382.0
2015,2.0,Eixample,6.0,la Sagrada Família,25.0,41075.0
2015,2.0,Eixample,6.0,la Sagrada Família,26.0,47135.0
2015,2.0,Eixample,6.0,la Sagrada Família,27.0,47236.0
2015,2.0,Eixample,6.0,la Sagrada Família,28.0,46494.0
2015,2.0,Eixample,6.0,la Sagrada Família,29.0,42743.0
2015,2.0,Eixample,6.0,la Sagrada Família,30.0,36891.0
2015,2.0,Eixample,6.0,la Sagrada Família,31.0,54739.0
2015,2.0,Eixample,6.0,la Sagrada Família,32.0,45260.0
2015,2.0,Eixample,6.0,la Sagrada Família,33.0,42742.0
2015,2.0,Eixample,6.0,la Sagrada Família,34.0,36193.0
2015,2.0,Eixample,6.0,la Sagrada Família,35.0,44295.0
2015,2.0,Eixample,6.0,la Sagrada Família,36.0,52391.0
2015,2.0,Eixample,6.0,la Sagrada Família,37.0,52646.0
2015,2.0,Eixample,6.0,la Sagrada Família,38.0,52934.0
2015,2.0,Eixample,6.0,la Sagrada Família,39.0,40821.0
2015,2.0,Eixample,6.0,la Sagrada Família,40.0,38234.0
2015,2.0,Eixample,6.0,la Sagrada Família,41.0,43211.0
2015,2.0,Eixample,6.0,la Sagrada Família,42.0,52644.0
2015,2.0,Eixample,6.0,la Sagrada Família,43.0,51429.0
2015,2.0,Eixample,6.0,la Sagrada Família,44.0,40587.0
2015,2.0,Eixample,6.0,la Sagrada Família,45.0,49473.0
2015,2.0,Eixample,6.0,la Sagrada Família,46.0,39428.0
2015,2.0,Eixample,6.0,la Sagrada Família,47.0,44561.0
2015,2.0,Eixample,6.0,la Sagrada Família,48.0,44620.0
2015,2.0,Eixample,6.0,la Sagrada Família,49.0,39578.0
2015,2.0,Eixample,6.0,la Sagrada Família,50.0,42328.0
2015,2.0,Eixample,6.0,la Sagrada Família,51.0,43063.0
2015,2.0,Eixample,6.0,la Sagrada Família,52.0,43433.0
2015,2.0,Eixample,6.0,la Sagrada Família,53.0,45276.0
2015,2.0,Eixample,6.0,la Sagrada Família,54.0,47766.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,55.0,50396.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,56.0,48474.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,57.0,63085.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,58.0,53445.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,59.0,60828.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,60.0,54705.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,61.0,42640.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,62.0,56846.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,63.0,87891.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,64.0,70047.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,65.0,53605.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,66.0,53327.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,67.0,43801.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,68.0,49079.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,69.0,57091.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,70.0,60171.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,71.0,64591.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,72.0,69065.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,73.0,62961.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,74.0,65227.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,75.0,54715.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,76.0,68426.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,77.0,72503.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,78.0,76831.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,79.0,89557.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,80.0,77186.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,81.0,70089.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,82.0,63308.0
2015,2.0,Eixample,7.0,la Dreta de l'Eixample,83.0,76622.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,84.0,55779.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,85.0,55813.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,86.0,61120.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,87.0,52281.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,88.0,59268.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,89.0,52444.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,90.0,49116.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,91.0,52992.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,92.0,48580.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,93.0,53037.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,94.0,55573.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,95.0,51545.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,96.0,46548.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,97.0,43710.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,98.0,47100.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,99.0,59033.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,100.0,53764.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,101.0,50530.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,102.0,60695.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,103.0,42268.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,104.0,59202.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,105.0,44356.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,106.0,61433.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,107.0,61903.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,108.0,64517.0
2015,2.0,Eixample,8.0,l'Antiga Esquerra de l'Eixample,109.0,64666.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,110.0,47737.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,111.0,51350.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,112.0,65408.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,113.0,63846.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,114.0,51068.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,115.0,43754.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,116.0,64133.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,117.0,54221.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,118.0,61865.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,119.0,54291.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,120.0,49647.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,121.0,48684.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,122.0,64924.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,123.0,43789.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,124.0,56613.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,125.0,52513.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,126.0,55666.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,127.0,44954.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,128.0,44658.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,129.0,50225.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,130.0,81959.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,131.0,47598.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,132.0,49133.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,133.0,49490.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,134.0,45314.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,135.0,40857.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,136.0,54206.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,137.0,43062.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,138.0,53789.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,139.0,41306.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,140.0,47969.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,141.0,49053.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,142.0,40465.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,143.0,48699.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,144.0,51849.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,145.0,50974.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,146.0,46666.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,147.0,43447.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,148.0,46775.0
2015,2.0,Eixample,9.0,la Nova Esquerra de l'Eixample,149.0,46357.0
2015,2.0,Eixample,10.0,Sant Antoni,150.0,40773.0
2015,2.0,Eixample,10.0,Sant Antoni,151.0,44754.0
2015,2.0,Eixample,10.0,Sant Antoni,152.0,53118.0
2015,2.0,Eixample,10.0,Sant Antoni,153.0,46264.0
2015,2.0,Eixample,10.0,Sant Antoni,154.0,39633.0
2015,2.0,Eixample,10.0,Sant Antoni,155.0,39889.0
2015,2.0,Eixample,10.0,Sant Antoni,156.0,43185.0
2015,2.0,Eixample,10.0,Sant Antoni,157.0,39826.0
2015,2.0,Eixample,10.0,Sant Antoni,158.0,47775.0
2015,2.0,Eixample,10.0,Sant Antoni,159.0,45111.0
2015,2.0,Eixample,10.0,Sant Antoni,160.0,48735.0
2015,2.0,Eixample,10.0,Sant Antoni,161.0,43037.0
2015,2.0,Eixample,10.0,Sant Antoni,162.0,39094.0
2015,2.0,Eixample,10.0,Sant Antoni,163.0,48583.0
2015,2.0,Eixample,10.0,Sant Antoni,164.0,47743.0
2015,2.0,Eixample,10.0,Sant Antoni,165.0,43858.0
2015,2.0,Eixample,10.0,Sant Antoni,166.0,41070.0
2015,2.0,Eixample,10.0,Sant Antoni,167.0,46594.0
2015,2.0,Eixample,10.0,Sant Antoni,168.0,42631.0
2015,2.0,Eixample,10.0,Sant Antoni,169.0,39447.0
2015,2.0,Eixample,10.0,Sant Antoni,170.0,41235.0
2015,2.0,Eixample,10.0,Sant Antoni,171.0,37857.0
2015,2.0,Eixample,10.0,Sant Antoni,172.0,37165.0
2015,2.0,Eixample,10.0,Sant Antoni,173.0,43099.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,1.0,35637.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,2.0,31136.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,3.0,30889.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,4.0,37520.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,5.0,32159.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,6.0,31577.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,7.0,33545.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,8.0,28527.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,9.0,34457.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,10.0,32380.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,11.0,27377.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,12.0,32253.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,13.0,27970.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,14.0,28783.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,15.0,31126.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,16.0,28705.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,17.0,27539.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,18.0,34889.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,19.0,30984.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,20.0,39483.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,21.0,39061.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,22.0,35088.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,23.0,31119.0
2015,3.0,Sants-Montjuïc,11.0,el Poble Sec,24.0,32467.0
2015,3.0,Sants-Montjuïc,12.0,la Marina del Prat Vermell,25.0,25571.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,26.0,34863.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,27.0,36949.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,28.0,46254.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,29.0,30883.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,30.0,34528.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,31.0,35413.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,32.0,28376.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,33.0,25482.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,34.0,36992.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,35.0,38370.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,36.0,41916.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,37.0,39913.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,38.0,27729.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,39.0,26288.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,40.0,44220.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,41.0,37120.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,42.0,36981.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,43.0,38379.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,44.0,37132.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,45.0,38059.0
2015,3.0,Sants-Montjuïc,14.0,la Font de la Guatlla,46.0,52246.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,47.0,36086.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,48.0,47054.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,49.0,40733.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,50.0,38634.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,51.0,34337.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,52.0,32655.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,53.0,35650.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,54.0,44986.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,55.0,38470.0
2015,3.0,Sants-Montjuïc,15.0,Hostafrancs,56.0,38901.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,57.0,35401.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,58.0,45750.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,59.0,34604.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,60.0,42950.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,61.0,32032.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,62.0,37035.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,63.0,34664.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,64.0,44125.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,65.0,44644.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,66.0,40286.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,67.0,41353.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,68.0,36259.0
2015,3.0,Sants-Montjuïc,16.0,la Bordeta,69.0,42565.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,70.0,35258.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,71.0,31231.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,72.0,32303.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,73.0,40698.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,74.0,36821.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,75.0,38529.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,76.0,36785.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,77.0,36831.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,78.0,37218.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,79.0,33245.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,80.0,39155.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,81.0,41645.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,82.0,45618.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,83.0,56999.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,84.0,43819.0
2015,3.0,Sants-Montjuïc,17.0,Sants - Badal,85.0,38484.0
2015,3.0,Sants-Montjuïc,18.0,Sants,86.0,57701.0
2015,3.0,Sants-Montjuïc,18.0,Sants,87.0,50690.0
2015,3.0,Sants-Montjuïc,18.0,Sants,88.0,39779.0
2015,3.0,Sants-Montjuïc,18.0,Sants,89.0,46890.0
2015,3.0,Sants-Montjuïc,18.0,Sants,90.0,56867.0
2015,3.0,Sants-Montjuïc,18.0,Sants,91.0,47327.0
2015,3.0,Sants-Montjuïc,18.0,Sants,92.0,41373.0
2015,3.0,Sants-Montjuïc,18.0,Sants,93.0,45056.0
2015,3.0,Sants-Montjuïc,18.0,Sants,94.0,41053.0
2015,3.0,Sants-Montjuïc,18.0,Sants,95.0,38373.0
2015,3.0,Sants-Montjuïc,18.0,Sants,96.0,36472.0
2015,3.0,Sants-Montjuïc,18.0,Sants,97.0,25585.0
2015,3.0,Sants-Montjuïc,18.0,Sants,98.0,33617.0
2015,3.0,Sants-Montjuïc,18.0,Sants,99.0,35651.0
2015,3.0,Sants-Montjuïc,18.0,Sants,100.0,35702.0
2015,3.0,Sants-Montjuïc,18.0,Sants,101.0,34773.0
2015,3.0,Sants-Montjuïc,18.0,Sants,102.0,41305.0
2015,3.0,Sants-Montjuïc,18.0,Sants,103.0,39866.0
2015,3.0,Sants-Montjuïc,18.0,Sants,104.0,37717.0
2015,3.0,Sants-Montjuïc,18.0,Sants,105.0,33946.0
2015,3.0,Sants-Montjuïc,18.0,Sants,106.0,35267.0
2015,3.0,Sants-Montjuïc,18.0,Sants,107.0,43963.0
2015,3.0,Sants-Montjuïc,18.0,Sants,108.0,38032.0
2015,3.0,Sants-Montjuïc,18.0,Sants,109.0,39669.0
2015,3.0,Sants-Montjuïc,18.0,Sants,110.0,41489.0
2015,3.0,Sants-Montjuïc,18.0,Sants,111.0,41141.0
2015,3.0,Sants-Montjuïc,18.0,Sants,112.0,52395.0
2015,3.0,Sants-Montjuïc,18.0,Sants,113.0,57937.0
2015,3.0,Sants-Montjuïc,18.0,Sants,114.0,54902.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,211.0,43222.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,212.0,33591.0
2015,3.0,Sants-Montjuïc,13.0,la Marina de Port,213.0,29746.0
2015,4.0,Les Corts,19.0,les Corts,1.0,51861.0
2015,4.0,Les Corts,19.0,les Corts,2.0,62826.0
2015,4.0,Les Corts,19.0,les Corts,3.0,55106.0
2015,4.0,Les Corts,19.0,les Corts,4.0,51209.0
2015,4.0,Les Corts,19.0,les Corts,5.0,50527.0
2015,4.0,Les Corts,19.0,les Corts,6.0,49334.0
2015,4.0,Les Corts,19.0,les Corts,7.0,41214.0
2015,4.0,Les Corts,19.0,les Corts,8.0,40076.0
2015,4.0,Les Corts,19.0,les Corts,9.0,48503.0
2015,4.0,Les Corts,19.0,les Corts,10.0,64028.0
2015,4.0,Les Corts,19.0,les Corts,11.0,64640.0
2015,4.0,Les Corts,19.0,les Corts,12.0,56983.0
2015,4.0,Les Corts,19.0,les Corts,13.0,64245.0
2015,4.0,Les Corts,19.0,les Corts,14.0,60338.0
2015,4.0,Les Corts,19.0,les Corts,15.0,60930.0
2015,4.0,Les Corts,19.0,les Corts,16.0,57701.0
2015,4.0,Les Corts,19.0,les Corts,17.0,55915.0
2015,4.0,Les Corts,19.0,les Corts,18.0,61772.0
2015,4.0,Les Corts,19.0,les Corts,19.0,82792.0
2015,4.0,Les Corts,19.0,les Corts,20.0,63300.0
2015,4.0,Les Corts,19.0,les Corts,21.0,72367.0
2015,4.0,Les Corts,19.0,les Corts,22.0,53184.0
2015,4.0,Les Corts,19.0,les Corts,23.0,113209.0
2015,4.0,Les Corts,19.0,les Corts,24.0,111844.0
2015,4.0,Les Corts,19.0,les Corts,25.0,53344.0
